date,bank_prime_loan_rate,compensation_employees,cpi_fuels_utilities,cpi_medical,cpi_new_vehicles,cpi_purchasing_power_dollar,cpi_shelter,cpi_urban_clerical,cpi_urban_food,currency_circulation,federal_minimum_wage,m1_money_stock,m2_money_stock,personal_expenditures,personal_income,personal_savings,real_disposable_income,real_estate_loans,total_consumer_credit,unemployment_rate,cpi_all_urban_consumers,cpi_commodities,cpi_fuels_transportation,cpi_private_transportation,cpi_rent_primary,disposable_income_per_cap,housing_starts,monetary_base,total_checkable_deposits
1999-03-01,7.75,4379.6,125.9,247.9,144.5,60.6,185.7,61.9,163.3,514.41,5.15,1096.6,4422.7,6132.9,7871.7,5.9,8962.3,1326.2457,1450.8788,3.5,164.8,142.4,190.7,136.4,175.6,24389,1710,531013,616.6
1999-04-01,7.75,4394.5,125.7,248.7,144.5,60.2,186.3,61.5,163.5,519.339,5.15,1101.6,4451.3,6196.2,7894.6,5.2,8944.9,1332.0422,1457.6706,3.7,165.9,144.0,191.0,139.3,176.0,24431,1553,535171,617.4
1999-05-01,7.75,4413.3,126.5,249.3,144.0,60.2,186.6,61.4,163.8,522.494,5.15,1103.8,4475.5,6225.7,7918.0,4.9,8962.0,1341.0268,1468.1466,3.6,166.0,143.9,190.4,139.4,176.4,24466,1611,540620,615.4
1999-06-01,7.75,4421.2,130.2,250.0,143.6,60.2,187.0,61.4,163.7,528.507,5.15,1099.8,4497.3,6254.0,7948.6,4.8,8992.5,1347.1104,1479.3153,3.7,166.0,143.8,189.3,139.5,176.8,24529,1559,544016,608.0
1999-07-01,8.0,4448.4,131.1,250.9,143.2,60.0,187.5,61.3,163.9,533.7719999999999,5.15,1099.1,4524.6,6281.5,7984.2,4.8,9002.6,1354.3649,1492.3776,3.7,166.7,144.5,191.0,141.0,177.1,24595,1669,548817,603.6
1999-08-01,8.06,4474.9,131.4,251.7,142.6,59.8,187.8,61.1,164.2,535.749,5.15,1099.2,4541.8,6326.5,8036.9,4.7,9043.0,1369.954,1503.2266,3.6,167.1,145.0,190.2,142.7,177.5,24722,1648,551361,600.3
1999-09-01,8.25,4495.8,132.7,252.5,142.8,59.6,188.4,60.7,164.6,541.305,5.15,1096.5,4557.9,6378.8,8065.3,4.2,9037.4,1388.9439,1511.0593,3.6,167.8,145.9,189.9,144.2,178.0,24766,1635,556828,593.6
1999-10-01,8.25,4535.1,130.3,253.1,143.5,59.4,188.6,60.6,165.0,550.011,5.15,1103.3,4581.6,6402.1,8132.2,4.6,9094.7,1411.6219,1517.2818,3.5,168.1,146.1,191.9,144.2,178.4,24937,1608,564665,595.6
1999-11-01,8.37,4576.3,130.0,253.9,144.3,59.4,189.2,60.6,165.3,565.429,5.15,1110.7,4600.6,6437.9,8200.2,4.8,9160.3,1424.9205,1525.3344,3.5,168.4,145.9,192.7,143.9,179.3,25116,1648,582758,596.9
1999-12-01,8.5,4639.6,129.6,254.9,144.7,59.4,189.5,60.6,165.5,595.97,5.15,1122.2,4628.1,6538.7,8289.7,4.4,9234.7,1460.1376,1531.106,3.4,168.8,146.5,192.8,145.4,179.9,25358,1708,612499,595.8
2000-01-01,8.5,4725.3,129.9,255.6,144.5,59.2,190.6,60.4,165.6,594.679,5.15,1122.2,4656.3,6535.3,8396.8,5.4,9307.1,1480.8523,1538.5202,3.5,169.3,146.7,193.0,145.8,180.7,25609,1636,601868,588.7
2000-02-01,8.73,4757.1,132.9,256.5,144.2,58.9,190.9,60.1,166.2,566.144,5.15,1108.6,4669.6,6619.7,8458.0,4.8,9342.6,1491.7002,1549.1853,3.5,170.0,147.6,193.7,146.6,181.1,25769,1737,578030,582.3
2000-03-01,8.83,4774.4,131.8,257.7,144.5,58.4,191.6,59.6,166.5,563.705,5.15,1107.5,4700.4,6685.8,8516.9,4.5,9366.5,1517.7342,1561.4507,3.4,171.0,149.1,195.0,150.5,181.5,25924,1604,577105,582.1
2000-04-01,9.0,4780.0,131.7,258.4,144.7,58.4,191.9,59.5,166.7,564.734,5.15,1115.6,4756.2,6671.1,8551.4,5.0,9409.8,1541.1846,1570.5277,3.3,170.9,148.5,195.2,148.5,181.8,25997,1626,578588,589.3
2000-05-01,9.24,4761.8,132.4,259.2,144.5,58.3,192.4,59.4,167.3,565.836,5.15,1104.9,4743.7,6707.6,8586.8,4.9,9446.4,1565.0351,1583.5079,3.5,171.2,148.5,195.7,148.6,182.2,26095,1575,580556,577.3
2000-06-01,9.5,4798.2,138.9,260.3,144.1,58.0,193.1,59.1,167.4,568.3330000000001,5.15,1102.6,4761.5,6743.9,8637.0,4.9,9469.6,1585.251,1609.5479999999998,3.4,172.2,149.6,196.1,152.1,182.7,26222,1559,581960,572.9
2000-07-01,9.5,4858.3,141.3,261.2,143.7,57.9,193.6,59.0,168.3,571.216,5.15,1103.5,4779.0,6764.1,8701.1,5.2,9516.6,1600.6195,1629.7514,3.5,172.7,149.8,196.5,151.5,183.4,26391,1463,584222,572.3
2000-08-01,9.5,4867.8,140.9,262.4,143.1,57.9,194.1,59.1,168.7,569.313,5.15,1100.2,4807.2,6799.1,8742.0,5.2,9568.5,1613.636,1651.6154,3.5,172.7,149.2,197.4,149.5,184.1,26507,1541,583423,568.8
2000-09-01,9.5,4890.7,143.8,263.3,142.5,57.6,194.7,58.7,168.9,570.677,5.15,1099.7,4842.8,6882.9,8779.7,4.5,9569.8,1624.7284,1669.0008,3.4,173.6,150.4,197.2,151.9,184.8,26600,1507,583752,567.0
2000-10-01,9.5,4900.5,143.1,264.1,142.7,57.5,195.3,58.6,169.0,571.48,5.15,1098.7,4858.8,6888.2,8803.4,4.6,9582.9,1625.2664,1684.5993,3.3,173.9,150.1,197.0,151.7,185.6,26650,1549,585252,564.2
2000-11-01,9.5,4898.9,142.7,264.7,143.7,57.4,195.8,58.5,169.2,575.002,5.15,1092.4,4869.7,6902.4,8814.1,4.5,9579.0,1634.9789,1700.9445,3.4,174.2,150.3,198.0,151.9,186.2,26652,1551,590277,555.8
2000-12-01,9.5,4897.3,145.3,265.6,144.6,57.5,196.1,58.6,170.0,583.118,5.15,1088.6,4914.4,6945.7,8843.8,4.2,9595.3,1638.56,1716.9697,3.4,174.6,150.4,198.3,151.8,187.0,26711,1532,598305,549.1
2001-01-01,9.05,4957.4,153.8,267.2,144.8,57.1,196.8,58.2,170.3,585.106,5.15,1096.7,4965.0,6977.0,8947.6,4.8,9651.9,1641.4357,1729.8517,3.6,175.6,150.6,199.1,152.2,187.7,26970,1600,598666,554.3
2001-02-01,8.5,4985.1,152.3,268.3,144.5,56.9,197.5,58.0,171.2,582.524,5.15,1101.2,5003.2,6995.8,8985.7,4.9,9668.6,1654.8694,1748.7020000000002,3.7,176.0,150.8,200.3,151.9,188.3,27035,1625,595873,556.3
2001-03-01,8.32,4997.9,150.8,269.4,143.8,56.7,198.3,57.9,171.7,585.082,5.15,1108.9,5061.1,6987.9,9018.6,5.3,9697.2,1668.2937,1760.5418,3.7,176.1,150.5,200.2,150.9,189.0,27096,1590,599106,561.4
2001-04-01,7.8,4972.8,149.7,270.4,143.8,56.5,198.8,57.6,172.1,587.928,5.15,1116.7,5125.0,7001.2,9013.4,5.0,9670.8,1682.4926,1773.0983,3.8,176.4,150.9,200.1,151.7,189.6,27049,1649,601727,566.0
2001-05-01,7.24,4958.8,151.3,271.3,143.4,56.3,199.6,57.4,172.4,590.873,5.15,1118.5,5121.8,7047.1,9011.7,4.5,9648.1,1695.3189,1781.1775,3.8,177.3,151.9,200.4,155.0,190.4,27036,1605,605919,564.6
2001-06-01,6.98,4955.0,155.7,272.4,142.7,56.2,200.5,57.3,173.1,594.37,5.15,1126.2,5162.1,7060.7,9015.6,4.5,9648.4,1699.8934,1792.3681,4.0,177.7,151.9,202.0,154.1,191.0,27063,1636,609096,569.7
2001-07-01,6.75,4944.0,154.8,272.8,142.3,56.3,200.9,57.5,173.6,600.387,5.15,1138.9,5192.0,7072.2,9011.7,5.6,9790.7,1702.6208,1797.3506,4.0,177.4,150.9,202.6,150.3,191.7,27429,1670,615984,576.5
2001-08-01,6.67,4935.3,152.7,274.3,141.4,56.3,201.8,57.6,174.0,606.133,5.15,1150.2,5225.9,7108.9,9003.1,6.8,9958.9,1703.8442,1806.359,4.3,177.4,150.4,202.7,149.8,192.4,27872,1567,622427,579.6
2001-09-01,6.28,4931.0,150.6,275.2,141.3,56.1,202.0,57.2,174.2,613.558,5.15,1205.7,5336.5,7012.8,8987.6,7.0,9886.2,1714.392,1814.2524,4.4,178.1,151.6,202.8,152.9,193.3,27552,1562,647223,629.7
2001-10-01,5.53,4931.1,144.6,276.3,142.1,56.3,202.5,57.5,174.8,615.01,5.15,1165.7,5323.0,7208.4,9017.2,3.4,9732.3,1717.3269,1829.8403,4.7,177.6,150.3,203.4,149.2,194.0,27199,1540,635154,585.9
2001-11-01,5.1,4939.7,143.5,277.4,143.8,56.4,203.5,57.6,174.9,621.87,5.15,1171.0,5366.5,7167.9,9023.9,4.1,9754.3,1739.2726,1857.8428,4.9,177.5,149.2,204.2,146.2,194.9,27221,1602,639465,587.0
2001-12-01,4.84,4945.1,142.2,278.2,144.7,56.6,204.3,57.8,174.7,630.276,5.15,1183.2,5419.6,7147.7,9031.0,4.5,9774.4,1757.7307,1867.8529,5.1,177.4,148.3,204.5,145.2,195.7,27228,1568,650775,594.0
2002-01-01,4.75,4938.7,141.5,279.8,143.8,56.5,205.1,57.7,175.3,635.429,5.15,1190.7,5440.1,7174.3,9046.9,6.1,9968.4,1755.4116,1867.4187,5.1,177.7,148.3,205.2,145.1,196.3,27769,1698,653760,596.0
2002-02-01,4.75,4939.8,140.0,280.4,142.3,56.2,206.0,57.6,175.7,635.884,5.15,1190.6,5469.6,7218.3,9056.6,5.8,9976.4,1766.6636,1881.9054,5.1,178.0,148.3,206.5,144.3,197.0,27818,1829,654639,591.3
2002-03-01,4.75,4960.1,140.2,281.4,141.8,55.9,206.3,57.3,176.1,639.698,5.15,1193.3,5481.6,7237.2,9069.9,5.9,9975.9,1771.5862,1894.6903,5.1,178.5,149.0,207.3,146.3,197.5,27874,1642,658956,589.9
2002-04-01,4.75,4977.4,140.3,282.7,141.5,55.6,207.0,56.9,176.4,643.58,5.15,1186.9,5481.6,7305.4,9122.2,5.8,10011.3,1782.1589,1903.9579999999999,5.3,179.3,150.0,207.9,148.4,197.8,28074,1592,663401,579.4
2002-05-01,4.75,4995.3,141.5,283.9,140.9,55.6,207.4,56.9,175.8,648.293,5.15,1189.3,5507.2,7282.7,9148.5,6.5,10044.8,1790.8417,1914.614,5.2,179.5,149.7,208.9,148.7,198.1,28165,1764,668606,576.5
2002-06-01,4.75,5022.7,146.2,284.6,140.3,55.6,207.8,56.8,175.9,654.774,5.15,1193.3,5532.2,7318.2,9175.8,6.4,10067.0,1817.0055,1927.181,5.2,179.6,149.7,209.0,149.0,198.7,28238,1717,673966,575.1
2002-07-01,4.75,5001.4,146.8,286.4,139.8,55.5,208.2,56.8,176.1,660.96,5.15,1199.1,5574.8,7380.4,9161.9,5.5,10035.0,1837.1294,1939.2114,5.2,180.0,149.9,209.6,149.8,199.2,28181,1655,679310,575.9
2002-08-01,4.75,5013.6,146.8,287.2,139.1,55.4,208.9,56.6,176.1,660.558,5.15,1187.1,5617.3,7401.5,9172.4,5.4,10028.9,1866.9126,1947.5001,5.1,180.5,150.2,210.1,150.3,199.6,28192,1633,679765,562.3
2002-09-01,4.75,5023.9,147.2,288.1,139.8,55.3,209.4,56.5,176.5,662.189,5.15,1196.1,5641.8,7391.0,9189.0,5.7,10032.9,1901.8797,1950.6514,5.1,180.8,150.2,210.1,150.7,200.0,28228,1804,680397,570.1
2002-10-01,4.75,5024.7,144.4,289.8,140.7,55.2,209.7,56.4,176.4,662.238,5.15,1204.0,5686.3,7430.7,9222.7,5.7,10060.7,1946.9602,1957.1513,5.2,181.2,150.5,210.9,152.0,200.6,28336,1648,681855,576.2
2002-11-01,4.35,5029.5,143.6,291.2,141.5,55.2,210.4,56.4,176.9,667.444,5.15,1209.6,5736.3,7459.7,9253.9,5.7,10090.6,1980.5608,1965.1791,5.3,181.5,150.5,212.0,151.6,201.3,28427,1753,688494,579.0
2002-12-01,4.25,5028.5,144.2,292.1,141.7,55.3,210.8,56.5,177.1,676.472,5.15,1220.2,5757.5,7512.8,9287.8,5.5,10124.4,2009.6945,1972.1122,5.4,181.8,150.3,212.0,151.5,201.9,28527,1788,699216,586.2
2003-01-01,4.25,5012.8,146.1,292.7,140.9,55.0,211.5,56.3,177.1,679.4110000000001,5.15,1227.3,5790.4,7533.1,9295.1,5.5,10124.6,2033.7783,1982.5613,5.2,182.6,151.3,212.3,154.6,202.6,28586,1853,699262,589.4
2003-02-01,4.25,5021.7,148.3,293.0,140.3,54.6,211.6,55.8,178.1,679.832,5.15,1238.2,5826.7,7535.9,9305.6,5.6,10098.3,2067.7824,1993.4057,5.3,183.6,152.7,213.4,157.6,203.0,28605,1629,700958,595.4
2003-03-01,4.25,5047.8,154.5,293.4,140.4,54.3,211.5,55.5,178.4,683.413,5.15,1239.3,5847.3,7598.4,9344.6,5.3,10124.0,2083.8614,2001.2082,5.3,183.9,152.6,214.2,157.6,203.4,28723,1726,705269,592.3
2003-04-01,4.25,5066.1,153.1,294.0,139.7,54.4,211.6,55.6,178.5,687.055,5.15,1250.0,5884.8,7621.0,9364.6,5.3,10177.0,2106.908,2014.0998,5.4,183.2,151.1,215.3,154.1,203.7,28795,1643,709552,599.5
2003-05-01,4.25,5108.9,153.7,295.2,139.1,54.5,212.6,55.8,178.8,690.5210000000001,5.15,1268.8,5945.1,7628.1,9423.2,5.8,10254.7,2131.6097,2027.5025,5.5,182.9,149.4,216.3,150.3,204.1,28953,1751,713711,615.4
2003-06-01,4.22,5130.4,159.1,296.1,138.4,54.4,212.6,55.7,179.7,691.954,5.15,1281.0,5981.7,7678.6,9465.6,5.6,10285.0,2150.6151,2033.2684,5.6,183.1,149.7,217.1,150.5,204.4,29042,1867,714979,626.0
2003-07-01,4.0,5142.7,159.4,297.4,137.7,54.4,213.2,55.7,179.8,694.257,5.15,1287.5,6028.4,7738.2,9501.3,6.3,10408.7,2178.0809,2040.0644,5.5,183.7,150.3,218.0,151.6,204.8,29450,1897,717614,631.5
2003-08-01,4.0,5170.0,159.2,298.3,137.9,54.2,213.6,55.5,180.5,694.696,5.15,1296.4,6086.5,7834.5,9544.5,6.0,10476.8,2221.3261,2049.1243,5.5,184.5,151.4,217.2,154.2,205.3,29714,1833,720922,638.6
2003-09-01,4.0,5194.7,159.6,299.8,137.6,54.0,214.0,55.2,180.9,697.699,5.15,1297.2,6058.3,7835.0,9580.9,5.2,10350.6,2235.2396,2057.0908,5.5,185.1,152.1,216.8,155.8,205.8,29417,1939,721062,636.9
2003-10-01,4.0,5233.5,155.0,300.4,137.8,54.0,214.7,55.3,181.6,700.706,5.15,1297.8,6049.4,7845.7,9617.8,5.3,10390.6,2213.2973,2065.4951,5.4,184.9,151.1,218.9,152.8,206.1,29505,1967,724756,632.7
2003-11-01,4.0,5271.5,152.9,301.4,138.7,54.2,215.1,55.5,182.6,706.305,5.15,1299.1,6054.5,7899.6,9688.0,5.4,10456.5,2202.3756,2066.4001,5.3,185.0,151.1,218.6,151.9,206.6,29707,2083,730637,631.3
2003-12-01,4.0,5264.5,153.6,303.0,139.2,54.3,215.5,55.6,183.5,716.191,5.15,1306.2,6052.6,7929.2,9719.3,5.4,10470.9,2207.3155,2077.3607,5.1,185.5,151.6,217.7,152.5,207.0,29798,2057,739408,636.0
2004-01-01,4.0,5265.6,156.3,303.8,139.2,54.0,215.9,55.3,183.4,713.752,5.15,1306.0,6061.1,7987.4,9737.2,5.0,10461.0,2224.2651,2088.243,5.1,186.3,152.5,218.7,155.1,207.4,29876,1911,736438,634.5
2004-02-01,4.0,5268.2,156.9,305.2,139.5,53.7,215.8,55.0,183.9,713.25,5.15,1321.4,6100.2,8019.8,9772.3,5.0,10479.2,2251.7367,2095.3404,5.0,186.7,153.1,219.3,156.0,208.0,29979,1846,735287,648.3
2004-03-01,4.0,5291.8,155.2,306.5,139.0,53.4,217.0,54.7,184.2,713.923,5.15,1328.7,6136.0,8076.0,9824.2,4.9,10522.1,2289.8231,2109.7203,5.2,187.1,153.3,219.7,156.0,208.4,30131,1998,736780,654.0
2004-04-01,4.0,5331.8,155.6,307.8,138.7,53.2,217.8,54.5,184.6,716.778,5.15,1332.8,6177.1,8088.6,9880.9,5.3,10566.2,2343.0969,2112.7162,5.0,187.4,153.0,220.0,155.0,208.9,30289,2003,741207,655.1
2004-05-01,4.0,5396.1,158.1,308.6,138.5,52.9,218.5,54.1,186.1,719.679,5.15,1333.3,6254.0,8163.2,9969.6,5.3,10623.7,2383.9924,2120.8392,5.0,188.2,154.2,220.0,157.1,209.4,30531,1981,745039,652.5
2004-06-01,4.01,5416.2,165.5,309.8,138.2,52.7,218.9,54.0,186.4,726.437,5.15,1342.7,6256.3,8147.2,10010.3,5.8,10632.7,2409.4224,2127.9894,5.1,188.9,154.9,220.5,158.2,209.9,30620,1828,750697,657.4
2004-07-01,4.25,5465.9,166.6,310.8,137.0,52.8,219.3,54.1,186.8,734.828,5.15,1340.8,6270.0,8218.9,10054.1,5.3,10654.4,2414.1319,2137.093,4.9,189.1,154.6,221.6,157.9,210.3,30687,2002,757304,647.8
2004-08-01,4.43,5498.7,167.7,311.8,136.0,52.8,219.6,54.1,187.0,734.62,5.15,1354.3,6296.3,8253.1,10098.6,5.2,10685.5,2437.264,2143.4351,4.8,189.2,154.4,220.8,157.8,211.0,30767,2024,757181,659.8
2004-09-01,4.58,5515.5,166.7,312.9,136.0,52.7,220.4,53.9,186.9,738.1489999999999,5.15,1362.5,6331.0,8321.1,10131.5,4.6,10690.7,2466.4973,2160.1483,4.8,189.8,154.9,220.1,159.4,211.6,30817,1905,762233,664.5
2004-10-01,4.75,5532.8,162.8,314.0,136.9,52.4,220.7,53.6,187.8,740.816,5.15,1362.3,6359.2,8374.6,10184.1,4.5,10697.8,2495.7761,2176.7193,4.8,190.8,156.7,221.4,162.9,212.0,30943,2072,763876,661.2
2004-11-01,4.93,5527.8,165.6,314.7,138.9,52.4,220.9,53.5,188.4,746.581,5.15,1374.2,6385.7,8420.6,10202.0,4.1,10670.2,2526.1182,2183.7464,4.8,191.7,157.8,222.8,165.2,212.4,30957,1782,770493,668.8
2004-12-01,5.15,5548.6,165.7,315.8,139.8,52.5,221.3,53.7,188.4,753.395,5.15,1376.0,6404.3,8481.5,10556.1,6.9,11066.7,2552.6399,2192.2462,4.7,191.7,157.4,221.8,164.7,213.0,32099,2042,776279,670.6
2005-01-01,5.25,5563.1,166.9,316.9,140.7,52.4,221.7,53.7,188.7,750.197,5.15,1367.1,6410.6,8470.2,10292.1,3.7,10669.4,2575.7244,2196.7776,4.7,191.6,156.8,221.7,162.7,213.7,30965,2144,775222,660.7
2005-02-01,5.49,5578.2,166.4,318.4,140.7,52.1,222.5,53.4,188.6,750.39,5.15,1371.1,6419.0,8529.2,10329.4,3.4,10673.8,2605.2785,2211.5587,4.8,192.4,157.5,222.4,164.5,214.2,31043,2207,772882,663.3
2005-03-01,5.58,5584.5,166.7,319.7,140.0,51.7,223.7,53.0,189.1,752.0830000000001,5.15,1370.8,6427.9,8569.5,10393.9,3.6,10711.8,2652.0412,2220.1992,4.6,193.1,157.9,223.3,165.5,214.6,31222,1864,773481,661.2
2005-04-01,5.75,5617.1,169.6,320.7,139.7,51.4,223.7,52.6,190.4,753.66,5.15,1358.4,6442.0,8645.6,10457.5,3.1,10745.9,2680.7968,2232.5354,4.5,193.7,158.6,224.4,166.5,215.2,31382,2061,775537,647.5
2005-05-01,5.98,5635.5,171.7,321.8,139.6,51.4,223.8,52.6,190.6,754.184,5.15,1366.0,6459.2,8643.9,10511.5,3.5,10795.0,2695.9252,2232.6715,4.5,193.6,158.1,225.1,164.4,215.5,31517,2025,776356,653.9
2005-06-01,6.01,5662.2,177.4,322.8,139.0,51.4,224.0,52.6,190.5,759.9960000000001,5.15,1380.1,6491.6,8724.8,10546.6,2.9,10818.5,2733.1620000000003,2247.8334,4.5,193.7,158.0,226.0,164.9,215.9,31579,2068,780669,664.6
2005-07-01,6.25,5716.4,180.1,324.1,137.2,51.2,224.6,52.4,190.9,763.847,5.15,1369.0,6523.2,8829.5,10599.9,2.2,10821.3,2782.0612,2257.2309,4.4,194.9,159.6,227.1,169.0,216.6,31694,2054,782860,651.1
2005-08-01,6.44,5735.0,181.8,324.2,136.0,50.9,224.9,52.0,191.1,763.347,5.15,1378.0,6556.0,8832.4,10658.1,2.7,10835.1,2823.8467,2267.0449,4.3,196.1,161.5,227.0,174.2,217.1,31833,2095,782727,657.3
2005-09-01,6.59,5764.3,188.9,325.3,136.8,50.3,224.6,51.3,191.5,767.94,5.15,1378.6,6589.8,8885.8,10727.0,2.7,10798.2,2845.1836,2271.6333,4.5,198.8,166.0,227.0,185.3,217.7,32000,2151,787943,653.9
2005-10-01,6.75,5795.8,192.8,326.9,138.2,50.2,225.8,51.2,192.0,768.814,5.15,1376.6,6624.1,8926.6,10822.7,3.1,10877.4,2869.9298,2276.8431,4.4,199.1,164.8,227.6,181.9,218.4,32256,2065,787216,650.9
2005-11-01,7.0,5814.2,194.6,328.7,139.1,50.6,226.5,51.7,192.6,774.6189999999999,5.15,1375.9,6640.7,8938.5,10890.4,3.5,10967.9,2894.159,2283.6613,4.4,198.1,161.8,228.4,172.6,219.1,32430,2147,793472,648.2
2005-12-01,7.15,5836.2,191.6,329.2,139.3,50.8,227.1,52.0,192.9,783.336,5.15,1374.3,6667.4,8969.6,10949.7,3.7,11025.5,2925.6269,2290.9281,4.3,198.1,161.5,227.8,172.3,219.7,32577,1994,803124,642.5
2006-01-01,7.26,5929.9,198.7,329.6,140.3,50.4,227.5,51.6,193.6,786.823,5.15,1379.5,6709.9,9059.8,11136.9,4.2,11137.0,2944.3047,2367.4711,4.2,199.3,162.9,228.2,175.6,220.1,33043,2273,804172,643.0
2006-02-01,7.5,5982.0,194.6,331.2,140.3,50.3,228.3,51.5,193.7,785.378,5.15,1378.4,6734.2,9090.1,11192.0,4.2,11176.3,2971.6035,2374.9773,4.2,199.4,162.5,228.7,175.0,220.8,33153,2119,804855,638.2
2006-03-01,7.53,6003.8,192.3,332.6,139.9,50.0,229.3,51.2,194.0,788.916,5.15,1383.1,6748.5,9122.1,11239.7,4.2,11196.8,3000.9667,2385.8079,4.1,199.7,162.6,228.8,174.6,221.4,33246,1969,810146,640.7
2006-04-01,7.75,6025.7,190.8,333.8,139.5,49.6,230.1,50.7,193.8,790.544,5.15,1381.4,6785.6,9174.8,11291.8,4.0,11191.5,3029.3678,2397.6806,4.2,200.7,164.1,229.6,178.6,222.0,33347,1821,809191,636.4
2006-05-01,7.93,5997.0,192.0,335.0,138.8,49.4,231.0,50.4,194.1,794.306,5.15,1387.2,6792.3,9215.1,11313.6,3.8,11186.7,3058.4362,2407.1615,4.1,201.3,164.6,230.7,179.5,222.7,33390,1942,812561,638.9
2006-06-01,8.02,6015.5,197.6,336.0,138.3,49.3,231.9,50.3,194.7,794.297,5.15,1375.5,6830.2,9240.8,11366.6,4.0,11214.0,3092.7140000000004,2395.8132,4.1,201.8,164.8,231.8,179.7,223.5,33524,1802,812366,627.7
2006-07-01,8.25,6042.2,198.5,336.9,137.9,49.1,232.7,50.2,195.2,795.918,5.15,1372.5,6871.6,9322.6,11393.4,3.4,11204.8,3121.0379,2403.0993,4.2,202.9,166.4,232.7,184.0,224.3,33587,1737,811505,624.8
2006-08-01,8.25,6054.3,199.0,338.1,137.4,49.0,233.5,50.1,195.7,793.6010000000001,5.15,1372.6,6902.3,9321.8,11424.0,3.6,11201.5,3129.9237,2415.732,4.1,203.8,167.2,232.2,185.8,225.3,33653,1650,809714,623.8
2006-09-01,8.25,6088.8,199.6,339.1,137.4,49.3,234.0,50.4,196.3,794.4689999999999,5.15,1364.3,6929.4,9354.7,11470.7,3.6,11272.7,3158.1006,2426.8132,3.9,202.8,164.6,231.7,178.0,226.2,33746,1720,810401,614.9
2006-10-01,8.25,6127.2,190.1,340.0,137.8,49.5,235.0,50.8,196.9,794.1389999999999,5.15,1370.4,6978.8,9373.2,11510.1,3.6,11330.6,3307.607,2429.3999,3.9,201.9,162.5,232.3,171.8,227.1,33807,1491,809839,619.9
2006-11-01,8.25,6172.1,190.6,340.8,137.9,49.6,235.8,50.8,197.0,800.5419999999999,5.15,1370.5,7013.6,9380.2,11570.4,3.9,11374.6,3335.3447,2440.7491,4.0,202.0,162.0,231.5,170.9,228.0,33924,1570,816786,617.2
2006-12-01,8.25,6244.9,192.6,341.2,138.2,49.6,236.5,50.7,197.1,809.326,5.15,1366.4,7056.8,9469.0,11671.2,3.7,11418.3,3371.2221,2456.7157,3.9,203.1,163.4,230.8,174.7,229.1,34153,1649,826731,609.3
2007-01-01,8.25,6303.7,194.378,343.579,138.722,49.4,237.255,50.6,198.378,808.8480000000001,5.15,1371.7,7094.8,9516.3,11744.7,3.7,11429.1,3393.3099,2457.9456,4.1,203.437,163.335,231.36700000000002,173.11700000000002,229.921,34282,1409,822978,614.4
2007-02-01,8.25,6352.5,194.89,345.35,138.451,49.1,238.107,50.4,199.736,805.3639999999999,5.15,1362.9,7110.6,9546.8,11838.3,4.1,11472.6,3420.9501,2470.0499,4.0,204.226,164.06599999999997,232.077,173.804,230.86,34497,1480,820044,606.3
2007-03-01,8.25,6377.4,196.41400000000002,345.899,138.315,48.7,238.53799999999998,49.8,200.43200000000002,806.34,5.15,1366.4,7144.3,9585.1,11927.2,4.4,11512.3,3367.1468,2484.4332,3.9,205.28799999999998,165.554,232.2,177.42700000000002,231.63400000000001,34715,1495,820914,609.0
2007-04-01,8.25,6370.0,196.393,347.32,138.077,48.4,239.14,49.5,200.952,807.557,5.15,1378.2,7216.5,9615.7,11955.5,4.2,11511.4,3388.9913,2493.7298,3.9,205.90400000000002,166.19799999999998,232.217,179.065,232.12599999999998,34760,1490,822978,617.9
2007-05-01,8.25,6362.6,198.574,348.491,137.535,48.1,239.637,49.1,201.735,809.5,5.15,1381.0,7230.1,9651.3,11982.7,4.0,11504.4,3409.8243,2510.0161,3.9,206.755,167.30900000000003,231.77700000000002,181.666,232.69,34808,1415,825698,619.2
2007-06-01,8.25,6379.0,206.199,349.51300000000003,137.06,48.0,240.345,49.0,202.55700000000002,811.079,5.15,1368.2,7263.3,9667.3,11992.7,3.8,11486.6,3427.5443,2519.121,4.0,207.234,167.519,233.202,181.903,233.188,34799,1448,827158,605.9
2007-07-01,8.25,6388.4,206.14,351.719,136.66299999999998,48.0,240.843,49.1,203.232,814.6489999999999,5.85,1371.9,7293.6,9709.6,12017.6,3.7,11496.2,3448.0832,2533.6677,4.2,207.60299999999998,167.808,234.632,182.425,233.855,34854,1354,828938,607.3
2007-08-01,8.25,6381.9,204.334,353.376,136.414,48.1,241.45,49.2,204.00799999999998,811.732,5.85,1376.8,7370.0,9753.9,12028.5,3.4,11504.7,3469.4109999999996,2552.7671,4.1,207.667,167.468,234.563,181.204,234.457,34870,1330,829602,611.4
2007-09-01,8.03,6422.1,204.264,354.531,136.129,48.0,242.037,49.0,205.003,811.8989999999999,5.85,1375.6,7388.1,9797.9,12098.9,3.5,11532.1,3503.2885,2566.9954,4.1,208.547,168.479,234.322,183.399,235.175,35053,1183,827418,608.9
2007-10-01,7.74,6431.8,200.83599999999998,356.343,136.509,47.9,242.581,48.9,205.65099999999998,813.658,5.85,1379.6,7402.1,9827.0,12109.7,3.4,11513.9,3558.0748,2582.326,4.2,209.19,168.985,235.458,183.903,236.25900000000001,35068,1264,829039,610.4
